budget,keywords,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,vote_count,director,main_genre_top10,opinion
14000000,indian lead call center romantic comedy,en,The Other End of the Line,An employee at an Indian call-center travels to San Francisco to be with a guy she falls for over the phone,3.393648,2008-10-29,0,106.0,Released,50,James Dodson,Comedy,0
150000000,london england spy austria villain sequel,en,Mission: Impossible - Rogue Nation,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",114.52223700000002,2015-07-23,682330139,131.0,Released,3224,Christopher McQuarrie,Action,1
50000000,competition assassination cia bank cat,en,Assassins,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",23.073933,1995-10-06,30303072,132.0,Released,387,Richard Donner,Action,0
28000000,crime fighter secret identity comic book superhero murder,en,Kick-Ass,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",45.054936,2010-03-22,96188903,117.0,Released,4645,Matthew Vaughn,Action,1
16800000,photographer biography hair werewolf hypertrichosis,en,Fur: An Imaginary Portrait of Diane Arbus,"In 1958 New York Diane Arbus is a housewife and mother who works as an assistant to her husband, a photographer employed by her wealthy parents. Respectable though her life is, she cannot help but feel uncomfortable in her privileged world. One night, a new neighbor catches Diane's eye, and the enigmatic man inspires her to set forth on the path to discovering her own artistry.",4.3582550000000015,2006-08-30,2281089,122.0,Released,73,Steven Shainberg,Drama,0
45000000,ex military,en,Alex Cross,"After Washington DC detective Alex Cross is told that a family member has been murdered, he vows to track down the killer. He soon discovers that she was not his first victim and that things are not what they seem.",14.513243,2012-10-18,30353232,101.0,Released,300,Rob Cohen,Action,0
0,double life musical jekyll and hyde,en,Jekyll and Hyde ... Together Again,Dr. Jekyll (Mark Blankfield) inhales white powder and becomes an obnoxious Southern Californian.,0.805312,1982-11-10,0,87.0,Released,5,Jerry Belson,Comedy,0
75000000,mutant marvel comic superhero based on comic book superhuman,en,X-Men,"Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",4.66891,2000-07-13,296339527,104.0,Released,4097,Bryan Singer,Adventure,1
0,behind the scenes spa planetarium art imitates life,en,Love Stinks,"A movie about a relationship...that's worse than yours. Seth (Stewart), a sitcom writer-producer, meets Chelsea (Wilson), an interior decorator, at his best friend's (Bellamy) wedding. He's immediately sexually attracted to her while she's instantly attracted to his single-ness. They both ditch their wedding dates and start their own date that same night. The two become a couple, appearing very happy until after a couple of years of postponing a marriage proposal. When Chelsea realizes that Seth wants to remain single and together, she becomes quite bitter. In the next hour of the movie, the two engage in behavior that makes the War of the Roses look like child's play.",3.347885,1999-09-10,0,94.0,Released,11,Jeff Franklin,Comedy,0
10500000,upper class sexual obsession sex bet sadistic,en,Cruel Intentions,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.",23.449703,1999-03-05,75902208,97.0,Released,827,Roger Kumble,Drama,1
10000000,japan forest,en,The Forest,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.",19.86598900000001,2016-01-07,40055439,95.0,Released,448,Jason Zada,Horror,0
5000000,male nudity female nudity sex college locker room,en,National Lampoon’s Van Wilder,"Van Wilder has been attending college for far too many years and is scared to graduate, but Van’s father eventually realizes what is going on. When he stops paying his son's tuition fees, Van must come up with the money if he wants to stay in college, so he and his friends come up with a great fund-raising idea – throwing parties. However, when the college magazine finds out and reporter, Gwen is sent to do a story on Van Wilder, things get a little complicated.",35.108498,2002-03-29,38275483,92.0,Released,858,Walt Becker,Comedy,0
112000000,journalist forbidden love princess royal court 3d,en,Gulliver's Travels,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",22.845143,2010-12-25,237382724,85.0,Released,621,Rob Letterman,Comedy,0
47000000,dwarves cinderella wolf bad mother-in-law prince,en,Happily N'Ever After,"An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort.",10.410933,2006-09-14,38085778,75.0,Released,104,Yvette Kaplan,Animation,0
30000000,prostitute hotel cocaine nudity psychopath,en,Very Bad Things,"Kyle Fisher has one last night to celebrate life as a single man before marrying Laura, so he sets out to Vegas with four of his best buddies. But a drug and alcohol filled night on the town with a stripper who goes all the way, turns into a cold night in the desert with shovels when the stripper goes all the way into a body bag after dying in their bathroom. And that's just the first of the bodies to pile up before Kyle can walk down the aisle...",5.671691,1998-09-11,9898412,100.0,Released,179,Peter Berg,Comedy,0
150000000,corruption mutant boxer army marvel comic,en,X-Men Origins: Wolverine,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",5.954333999999999,2009-04-28,373062864,107.0,Released,4021,Gavin Hood,Adventure,0
35000000,submarine california world war ii war ship pearl harbor,en,1941,"It's been six days since the attack on Pearl Harbor. Panic grips California, supposedly the next target of the Japanese forces. Everywhere in California, people are suffering from war nerves. Chaos erupts all over the state. An Army Air Corps Captain, a civilian with a deranged sense of Nationalism, civilian defenders, and a Motor Pool crew all end up chasing a Japanese sub planning to attack LA.",10.032626,1979-12-13,31755742,113.0,Released,143,Steven Spielberg,Action,0
0,sister family relationships unity,en,Soul Food,"Traditional Sunday dinners at Mama Joe's (Irma P. Hall) turn sour when sisters Teri (Vanessa L. Williams), Bird (Nia Long) and Maxine (Vivica A. Fox) start bringing their problems to the dinner table in this ensemble comedy. When tragedy strikes, it's up to grandson Ahmad (Brandon Hammond) to pull the family together and put the soul back into the family's weekly gatherings. Michael Beach, Mekhi P",4.105363,1997-09-26,0,114.0,Released,19,"George Tillman, Jr.",Comedy,1
45000000,volcano prehistoric dinosaur prehistoric creature 3d,en,Journey to the Center of the Earth,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",53.090422,2008-07-10,101702060,93.0,Released,1309,Eric Brevig,Action,0
0,arranged marriage independent film bangladesh september 11 2001 woman director,en,Brick Lane,"The grind of daily life as a Brick Lane Bangladessi as seen through the eyes of Nazneen (Chatterjee), who at 17 enters an arranged marriage with Chanu (Kaushik). Years later, living in east London with her family, she meets a young man Karim (Simpson).",0.262135,2007-11-16,0,102.0,Released,15,Sarah Gavron,Drama,0
